FREQ,Frequenza,REG_VEHI_AREA,Territorio di immatricolazione automezzo,DATA_TYPE,Indicatore,REG_LOADING,Territorio di carico,REG_UNLOADING,Territorio di scarico,GOODS_TRANSPORT_NST_2007,Tipo di merce (NST 2007),TITLE_OF_TRANSPORT,Titolo di trasporto,DISTANCE_CLASS,Classe di percorrenza,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE1,Toscana,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,61517287,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE2,Umbria,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1853029,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE2,Umbria,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,15048148,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE2,Umbria,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,16901177,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE3,Marche,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,5491184,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE3,Marche,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,17697943,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE3,Marche,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,23189127,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE4,Lazio,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,4572213,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE4,Lazio,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,40320864,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITE4,Lazio,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,44893077,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF1,Abruzzo,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,2916618,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF1,Abruzzo,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,13024688,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF1,Abruzzo,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,15941307,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF2,Molise,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,396774,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF2,Molise,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,4389754,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF2,Molise,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,4786529,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF3,Campania,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,4789631,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF3,Campania,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,43223265,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF3,Campania,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,48012896,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF4,Puglia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,4728339,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF4,Puglia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,28467140,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF4,Puglia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,33195479,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF5,Basilicata,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,688740,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF5,Basilicata,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,6308728,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF5,Basilicata,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,6997468,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF6,Calabria,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,2240277,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF6,Calabria,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,8761890,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITF6,Calabria,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,11002166,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITG1,Sicilia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,5065265,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITG1,Sicilia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,29539526,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITG1,Sicilia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,34604791,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITG2,Sardegna,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,2431334,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITG2,Sardegna,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,17327510,,
A,Annuale,IT,Italia,GC_TON,Merce trasportata - tonnellate,ITG2,Sardegna,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,19758844,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),IT,Italia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,6735485,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),IT,Italia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,121963651,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),IT,Italia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,128699136,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC1,Piemonte,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,628899,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC1,Piemonte,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,10190461,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC1,Piemonte,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,10819360,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC2,'Valle d"'Aosta / Vallée d"'Aoste',IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,13144,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC2,'Valle d"'Aosta / Vallée d"'Aoste',IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,125263,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC2,'Valle d"'Aosta / Vallée d"'Aoste',IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,138407,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC3,Liguria,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,91763,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC3,Liguria,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,3791239,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC3,Liguria,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,3883002,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC4,Lombardia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1417360,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC4,Lombardia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,22203059,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITC4,Lombardia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,23620419,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITDA,Trentino Alto Adige,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,300174,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITDA,Trentino Alto Adige,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2548644,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITDA,Trentino Alto Adige,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,2848817,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD1,Provincia Autonoma Bolzano / Bozen,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,156115,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD1,Provincia Autonoma Bolzano / Bozen,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1119110,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD1,Provincia Autonoma Bolzano / Bozen,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1275225,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD2,Provincia Autonoma Trento,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,144059,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD2,Provincia Autonoma Trento,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1429534,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD2,Provincia Autonoma Trento,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1573593,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD3,Veneto,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,1284089,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD3,Veneto,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,16296634,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD3,Veneto,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,17580723,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD4,Friuli-Venezia Giulia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,171218,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD4,Friuli-Venezia Giulia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2932411,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD4,Friuli-Venezia Giulia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,3103629,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD5,Emilia-Romagna,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,701374,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD5,Emilia-Romagna,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,16292855,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITD5,Emilia-Romagna,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,16994229,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE1,Toscana,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,374197,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE1,Toscana,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,8400169,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE1,Toscana,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,8774366,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE2,Umbria,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,127220,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE2,Umbria,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2624011,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE2,Umbria,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,2751230,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE3,Marche,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,231156,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE3,Marche,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,3352516,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE3,Marche,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,3583673,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE4,Lazio,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,200750,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE4,Lazio,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,7138583,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITE4,Lazio,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,7339334,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF1,Abruzzo,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,168721,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF1,Abruzzo,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,2707507,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF1,Abruzzo,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,2876228,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF2,Molise,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,30642,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF2,Molise,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,804642,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF2,Molise,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,835285,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF3,Campania,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,245573,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF3,Campania,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,7775087,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF3,Campania,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,8020660,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF4,Puglia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,252144,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF4,Puglia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,6271740,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF4,Puglia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,6523884,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF5,Basilicata,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,53704,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF5,Basilicata,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1273660,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF5,Basilicata,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1327364,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF6,Calabria,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,98039,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF6,Calabria,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1517287,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITF6,Calabria,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1615326,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITG1,Sicilia,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,255117,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITG1,Sicilia,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,4003623,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITG1,Sicilia,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,4258740,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITG2,Sardegna,IT,Italia,ALL,Tutte le voci,P,Conto proprio,TOTAL,Totale,2023,90200,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITG2,Sardegna,IT,Italia,ALL,Tutte le voci,T,Conto terzi,TOTAL,Totale,2023,1714261,,
A,Annuale,IT,Italia,GC_TKM,Merce trasportata - tonnellate-chilometro (migliaia),ITG2,Sardegna,IT,Italia,ALL,Tutte le voci,ALL,Tutte le voci,TOTAL,Totale,2023,1804461,,
